	ESR1	PGR	ERBB2	MKI67
TCGA-A2-A0EQ-01A	1.6144380197233898	0.054730623218847	4.915733673875099	4.60252422642266
TCGA-A2-A0ER-01A	6.814507937078901	2.33574044406888	5.2798675267481	3.71702253228075
TCGA-A2-A0ES-01A	4.66820157838453	4.67748999805984	5.2221710255058	1.6215683520008002
TCGA-A2-A0ET-01A	6.25390542935902	3.2031349388488595	5.44152317192014	2.52695225803196
TCGA-A2-A0EU-01A	6.10868679954134	5.60400048669863	4.86314909122592	2.31338863819003
TCGA-A2-A0EV-01A	5.66492568935184	4.989037865320769	5.98412323289819	2.63453503787446
TCGA-A2-A0EW-01A	4.93163091516171	2.9582916539147206	5.0236215644211395	1.8072186182266499
TCGA-A2-A0EX-01A	4.13405305376404	4.2003547311786	6.14477727159955	1.51283350027718
TCGA-A2-A0EY-01A	4.58717660369071	0.161778161978368	8.83403501830672	3.2467462846354707
TCGA-A2-A0ST-01A	2.4709144040533597	0.606079013035058	4.4145250475890805	3.7305754650092298
TCGA-A2-A0SU-01A	7.17599824848843	2.4802662787026404	5.61867893327317	2.4695339033668797
TCGA-A2-A0SV-01A	3.19001749402948	1.78863424558141	5.05806357896621	2.8240336798714702
TCGA-A2-A0SW-01A	5.1432276293311	2.12733360771628	2.83655951331619	3.848600071178
TCGA-A2-A0SX-01A	1.11999685754149	0.213718314022911	4.29833247104529	4.77999370760484
TCGA-A2-A0SY-01A	5.36812176566435	3.85486855920472	6.90704751253036	2.4579499071373303
TCGA-A2-A0T0-01A	0.43652309682537294	0.0982865806399632	4.2286271304333996	3.21294018293661
TCGA-A2-A0T1-01A	0.268193102247332	0.11596948469469599	9.44999906245399	3.25041336085994
TCGA-A2-A0T2-01A	0.23920620106844298	0.0733478201070957	4.30038346599554	2.73106152479294
TCGA-A2-A0T3-01A	5.613245165008401	4.99594913889295	5.005576375336481	3.65371274676
TCGA-A2-A0T4-01A	6.0867999208915995	4.20659728141528	5.2962304129393605	3.69117536476171
TCGA-A2-A0T5-01A	4.66036017550701	4.713009064792179	5.5777455401273395	2.27782982827329
TCGA-A2-A0T6-01A	3.4920874063493996	3.6941085256612496	5.84611255650904	1.34058291961462
TCGA-A2-A0T7-01A	3.3610081759894705	1.49237917051594	5.11215833357819	3.23567872272703
TCGA-A2-A0YC-01A	6.073601787516361	5.77653247303346	6.10876338542992	2.48787047746589
TCGA-A2-A0YD-01A	5.68014891876521	4.5764975137315105	4.92120095991413	2.3533398144209503
TCGA-A2-A0YE-01A	0.0810483317779216	0.098452660086865	4.89952703282736	3.5008486134349104
TCGA-A2-A0YF-01A	7.232238078410231	2.6037357761128597	5.13750339956264	3.70914705271649
TCGA-A2-A0YG-01A	5.4349003402474905	0.26949225460015097	9.37360561486359	4.27812983552692
TCGA-A2-A0YH-01A	5.4838593351935705	1.4206597475373701	5.200277629889	3.5084284342532097
TCGA-A2-A0YI-01A	6.21037204413463	3.60777652223242	4.85609221236483	1.44446278356562
TCGA-A2-A0YJ-01A	0.135470636070516	0.0509237295289868	8.11968061855697	3.7414548849906804
TCGA-A2-A0YK-01A	5.48106255526761	0.7346442690411441	4.35631918253603	2.1709511725523503
TCGA-A2-A0YL-01A	4.08911246345752	4.81175954670079	4.40615306136661	2.9370275209459797
TCGA-A2-A0YM-01A	0.246651744083723	0.0638876751909771	4.463043014950309	5.22294334180738
TCGA-A2-A0YT-01A	5.958095701040911	0.26566709435843	5.03418616083518	4.0764555241612594
TCGA-A2-A1FV-01A	5.80024396305951	0.650847243027675	4.76699053532203	2.33242253588142
TCGA-A2-A1FW-01A	6.945302519646599	0.35225871573409795	4.0026161466787205	4.37029912639798
TCGA-A2-A1FX-01A	5.675381004535019	3.5257410839814	4.72703560477654	3.29240935294972
TCGA-A2-A1FZ-01A	6.16794821320279	4.54116436465221	5.43488229312283	2.37425828188618
TCGA-A2-A1G0-01A	3.9458294945399	4.32951054014759	6.3985860437823705	1.55070946984503
TCGA-A2-A1G1-01A	0.652619601196556	0.243385875685739	9.784329574293631	4.310535372992
TCGA-A2-A1G4-01A	7.4502713582541595	3.7621370239051197	4.2337657807948705	3.9757904609966497
TCGA-A2-A1G6-01A	4.33616224441078	4.18869844655874	4.63772960944157	0.38839427042909
TCGA-A2-A259-01A	6.1861052153012	4.57952471882374	4.164768824021371	1.75981825466362
TCGA-A2-A25A-01A	3.5808305245659304	4.44843804714609	3.87783598304925	2.54033678926343
TCGA-A2-A25B-01A	3.8558846840669	1.15295721129104	4.04888773872138	3.9070372785113596
TCGA-A2-A25C-01A	3.8697395865083504	2.24898014555979	5.294363232729769	4.46901343592735
TCGA-A2-A25D-01A	3.24030553497508	0.10266504270063902	5.5788201162067494	2.42999668004119
TCGA-A2-A25E-01A	5.025171690671139	3.2506157938910403	5.19629633395317	3.1748262730912997
TCGA-A2-A25F-01A	0.7210811613097391	0.306210642530174	2.6868093538560296	4.39161059662027
TCGA-A2-A3KC-01A	5.06903377889085	3.16581216807277	6.06558580722618	3.12641741550436
TCGA-A2-A3KD-01A	5.77978862241159	3.3992050569136603	5.46395736369742	2.9695140020884003
TCGA-A2-A3XS-01A	0.140999824943507	0.0935345813013826	4.886138436588981	2.9972896179651
TCGA-A2-A3XT-01A	2.276900886502	0.0941756990332688	2.92163281066453	3.62190009469605
TCGA-A2-A3XU-01A	0.9711168577748049	0.0612298462943924	4.3305584879808805	2.40810110956051
TCGA-A2-A3XV-01A	0.0354877316685039	0.0626045510534491	7.76651307689646	2.42617423198641
TCGA-A2-A3XW-01A	2.84736278338601	0.8854561675517879	5.6586764444947	1.92459903365715
TCGA-A2-A3XX-01A	0.216698235657253	0.158663693856331	5.13900770791147	3.21336693838662
TCGA-A2-A3XY-01A	0.29946936671626	0.34358767393161893	4.35002793776111	5.18260620799368
TCGA-A2-A3XZ-01A	0.37081024538736107	0.290758003333222	9.78826685870161	2.79270596333507
TCGA-A2-A3Y0-01A	1.71334103207555	0.0404991145576367	3.6833940233552402	3.83315829892673
TCGA-A2-A4RW-01A	4.08473997263415	3.3223286485303998	5.5034490727959	1.78298184400963
TCGA-A2-A4RX-01A	0.6866589297491079	0.8737845261777311	4.6389721605228	2.5354082776409905
TCGA-A2-A4RY-01A	2.6485223825114703	3.31081456398162	5.371230136432611	1.1903690707806
TCGA-A2-A4S0-01A	6.74565594986668	5.93945367418058	4.30502228617911	1.07574450997983
TCGA-A2-A4S1-01A	0.500712330798914	0.0186468222370503	0.8896382782014921	1.7310325402689999
TCGA-A2-A4S2-01A	4.382037919119529	3.9552108079032497	5.152839503481419	1.5774579672424298
TCGA-A2-A4S3-01A	5.524647576339341	2.7189161250232403	4.61365700224755	4.04549521449656
TCGA-A7-A0CD-01A	6.4824182884403205	5.32462778497046	6.33955912470058	2.67066426754832
TCGA-A7-A0CE-01A	2.0364802611191	0.508600119454521	5.22988801757188	4.089532797910279
TCGA-A7-A0CG-01A	6.3252107046692405	1.2572094777993201	4.89004924553232	2.70129741664958
TCGA-A7-A0CH-01A	7.2231090447067405	5.09394737976776	5.250662191584349	2.16558755235342
TCGA-A7-A0CJ-01A	6.397853288452179	5.532807366202659	4.28870808537657	2.01618855685941
TCGA-A7-A0D9-01A	4.94271761775755	0.738396584576402	4.652039077480629	1.7512935576392001
TCGA-A7-A0DA-01A	0.21441899283167198	0.162944840090692	4.652404187730331	3.3295873600887997
TCGA-A7-A13F-01A	4.830430380372991	4.05495675219624	5.98200285155509	4.139006688923731
TCGA-A7-A13G-01B	7.41402783529853	3.53231684856866	4.41495847957643	2.61621762136697
TCGA-A7-A13H-01A	5.172404779510259	2.64763543164886	5.73135770897283	1.46380716917204
TCGA-A7-A26F-01B	1.30505649238665	0.236777465808591	3.87115780280614	4.42205391696962
TCGA-A7-A26G-01A	0.46337574695406497	0.651290943837644	2.6194602494362997	4.21874857884148
TCGA-A7-A26H-01A	6.1144189290596	5.036928304131201	5.74039500909286	2.8954418871839906
TCGA-A7-A26I-01B	1.2237327331241399	0.37242437147938795	4.30416987790404	5.1742079495081
TCGA-A7-A2KD-01A	5.1040588919601	3.66955672513798	8.983016389767	3.14274076195901
TCGA-A7-A3IY-01A	5.609867022797849	4.34675186975777	3.4507195001134106	1.9634335722888798
TCGA-A7-A3IZ-01A	7.49972901891165	0.19505383699266698	5.66781037781505	3.6864498725445896
TCGA-A7-A3J0-01A	6.53591552671946	6.802955550001639	3.7188018654115402	2.67378235032001
TCGA-A7-A3J1-01A	5.2451882588932905	0.430680420495651	5.71901374860227	2.02599999370775
TCGA-A7-A3RF-01A	6.32833749614511	0.25606799762744603	2.3156441578346203	1.8118688552892699
TCGA-A7-A425-01A	5.0319517250620995	3.09645555676342	4.94668826445775	2.37203687031189
TCGA-A7-A426-01A	4.11853447111274	4.004411415125039	4.58727842913296	1.61401843287392
TCGA-A7-A4SA-01A	4.4981456714226296	0.600474076562731	5.65713762781732	2.8485429839207703
TCGA-A7-A4SB-01A	4.418856039847451	1.41276633045865	5.9867530091486705	2.1714536964185402
TCGA-A7-A4SC-01A	5.81243168565042	0.3927783164690779	6.51595577626919	1.51364166664692
TCGA-A7-A4SD-01A	0.33411867605319395	0.0458780551433026	4.66271904264318	3.9579811039202006
TCGA-A7-A4SE-01A	0.447915436669448	0.23847226313598896	3.9996618728609596	3.24451263047004
TCGA-A7-A4SF-01A	5.29983210713548	0.14955917051697698	7.5271410033093	2.89261485619011
TCGA-A7-A56D-01A	4.61956187057705	1.14588348437244	5.17021207262875	2.60790402063203
TCGA-A7-A5ZV-01A	0.13391467559659598	0.0372900206805442	5.490094272068091	3.1014330652260096
TCGA-A7-A5ZW-01A	4.43072280839076	4.4264749235831795	5.3172713310745	0.869636331611531
TCGA-A7-A5ZX-01A	3.69175571896092	2.9131033231947296	5.87967051039449	0.41454849569464103
TCGA-A7-A6VV-01A	0.221442920929133	0.19597869708772397	4.67259976321196	3.8983418784926003
TCGA-A7-A6VW-01A	1.08246890017365	0.0338331464787263	4.27427388060859	4.3183316500104505
TCGA-A7-A6VX-01A	5.580431874289629	0.21806045474201802	4.8833548305465	2.9686420539982
TCGA-A7-A6VY-01A	0.28854145857168106	0.059398562320991	3.1199492293387205	3.3038748580560804
TCGA-A8-A06N-01A	7.412414221870461	0.0737241129339155	5.943708082734751	1.9707196386091799
TCGA-A8-A06O-01A	6.29384439539587	4.223502797204721	5.30923454417109	4.06555867586392
TCGA-A8-A06P-01A	4.60777029508621	5.183426590161	5.0507207522850495	1.7919139074843002
TCGA-A8-A06Q-01A	5.264367770291821	3.93726747255409	5.10970028195236	3.2430384139724397
TCGA-A8-A06R-01A	5.8297407188135	0.24888994228427302	3.6297223348188696	2.4689813625985497
TCGA-A8-A06T-01A	6.82760909793946	5.02603652084734	5.83736551334093	2.53283706902668
TCGA-A8-A06U-01A	6.297453668674019	2.15966137912121	5.946037955679049	3.0031968764256094
TCGA-A8-A06X-01A	6.71909602441958	0.13252926194137898	5.43617886168647	4.25122726586563
TCGA-A8-A06Y-01A	7.16070197907727	0.5227760778844079	5.58024840529305	1.82138518157814
TCGA-A8-A06Z-01A	6.124631113138991	3.17766674064142	5.89920260978678	3.4462437496091605
TCGA-A8-A075-01A	3.17373168234873	0.429184974777378	4.592169647379571	4.45358307805692
TCGA-A8-A076-01A	4.12592841346558	1.09901300569259	8.08740797245453	3.1396549936537497
TCGA-A8-A079-01A	6.933013815807169	3.40215185041694	4.60584429909757	4.952561143884241
TCGA-A8-A07B-01A	4.85117483734279	2.23262943665837	7.57810890953581	3.89851327051004
TCGA-A8-A07C-01A	0.145266771596492	0.0649519061857043	4.30076215556259	5.35120822442502
TCGA-A8-A07E-01A	5.8185976743697205	0.952709886192893	4.29569908706838	4.303384581351231
TCGA-A8-A07F-01A	5.1037912973909005	8.15027675100878	4.81037371989775	3.42047759554582
TCGA-A8-A07G-01A	6.60497072360694	2.43431611077071	5.98402789892567	2.02719794114797
TCGA-A8-A07I-01A	5.803513635492001	0.23530950913895898	9.161582616651831	3.77481404500849
TCGA-A8-A07J-01A	4.20194070994694	3.0958864294012898	5.34888078300213	1.97906525238704
TCGA-A8-A07L-01A	7.5571841878982005	1.88360497555228	5.0780489690538895	3.97457893692308
TCGA-A8-A07O-01A	1.4963091897568699	0.222792507776566	4.1259976708466395	4.502884310847571
TCGA-A8-A07P-01A	7.016798634154429	2.59184351967865	7.32654899787628	2.31073472336244
TCGA-A8-A07R-01A	0.10754167576161001	0.037520708276933	5.08433981907115	4.9663260116182695
TCGA-A8-A07S-01A	6.40406148231995	1.83297448399409	5.280232545208349	3.4160131674057697
TCGA-A8-A07U-01A	1.4607110535341001	0.276700792594822	5.0565862933978	4.5369178807602
TCGA-A8-A07W-01A	6.99560592974147	3.6956087136877	5.02547262048768	3.9512400305222597
TCGA-A8-A07Z-01A	6.00254454902788	4.23466775544222	5.353391630176139	3.05062334482798
TCGA-A8-A081-01A	6.32884889981147	0.0653590616383223	6.17062820279339	4.33355332212841
TCGA-A8-A082-01A	5.15123879139393	3.60697947899885	4.72579338961618	4.11010505254837
TCGA-A8-A083-01A	7.4815621827244	3.0920958690619598	5.70120740549395	0.9681910386364
TCGA-A8-A084-01A	5.79530213519406	0.13511507565417402	4.88397737411126	3.3771066653348
TCGA-A8-A085-01A	6.17892577640411	0.0816161382615043	5.59185950084904	3.74357112137286
TCGA-A8-A086-01A	5.94364473461183	6.11196984904603	4.449681727888651	3.1281172585888304
TCGA-A8-A08A-01A	6.29518192977628	3.90475425368691	5.49387038915711	2.2044587892982097
TCGA-A8-A08B-01A	4.06861866203095	0.809801639074907	8.843836952712849	3.7512712175552005
TCGA-A8-A08C-01A	7.0041778328502	0.37363584824709295	5.2983822869158494	2.43073683461017
TCGA-A8-A08F-01A	6.0784650772570705	1.10670855641111	4.990045454922179	4.17721696246786
TCGA-A8-A08G-01A	5.96540562448453	2.00314229058798	5.38756707737151	3.29896629529898
TCGA-A8-A08H-01A	3.3299115655705602	1.76426956861549	3.59356102035603	3.4786185034751
TCGA-A8-A08I-01A	7.083897169695099	4.2224971799114295	4.075773509514439	3.6088630319511603
TCGA-A8-A08J-01A	3.55924940163229	1.57552250674964	9.17516579440907	3.05265398050081
TCGA-A8-A08L-01A	3.03744433778453	0.0292319464291391	5.70940094218181	3.98612267315137
TCGA-A8-A08O-01A	4.49158131446814	3.7460386655881397	5.73099177159662	3.2515923932527406
TCGA-A8-A08P-01A	4.77604950615918	1.54775681189621	5.82547132440895	3.10036517202131
TCGA-A8-A08R-01A	0.257652412807638	0.159203573291366	5.68682953304102	4.220974402452581
TCGA-A8-A08S-01A	6.24034045463269	2.2851432704114303	7.74507731906384	3.95001004538848
TCGA-A8-A08T-01A	5.91131334232597	1.5181768147373602	5.29319985457214	2.4610719335313997
TCGA-A8-A08X-01A	0.703314203878499	0.30113397991445395	9.55504101708169	4.03570436579278
TCGA-A8-A08Z-01A	4.3280414842884305	4.5486231760341695	4.8920682004198	2.6063044330585297
TCGA-A8-A090-01A	6.60781813506085	4.4852550614774405	5.90298740283325	3.4541039386661603
TCGA-A8-A091-01A	6.09686784877563	0.163345735587487	5.305582441389861	2.76861017066364
TCGA-A8-A092-01A	4.173621690073371	4.0928600239792	5.97919595176922	4.53694126368116
TCGA-A8-A093-01A	6.57798786718266	4.70708739928105	5.82633062977737	2.7066320047598795
TCGA-A8-A094-01A	2.62246378611738	0.96327089125354	4.63683743698048	4.17361325148749
TCGA-A8-A095-01A	5.83696807404772	4.3399868445140095	4.60860939406066	3.8729400613484706
TCGA-A8-A096-01A	5.9042140185847	1.13506567440731	4.931060059219259	3.58106261186388
TCGA-A8-A097-01A	5.55945399492664	3.32880541040802	7.194528369696861	2.9204294104865895
TCGA-A8-A099-01A	7.13064939005721	4.32412955909748	5.78482810692497	2.32050514853667
TCGA-A8-A09A-01A	5.34791831175587	1.1817921153347	6.42167696068676	2.77693588448339
TCGA-A8-A09B-01A	6.4573026842986	6.34024816796722	5.47436121270573	2.45038594225628
TCGA-A8-A09D-01A	3.7129872760573197	0.436061353040056	4.5687849997692	3.35887390968912
TCGA-A8-A09E-01A	6.457330958201849	4.28758000423975	6.261229158046781	2.81716342299652
TCGA-A8-A09G-01A	1.6030058426767502	0.082891814252302	7.933291033861621	3.86272830707604
TCGA-A8-A09I-01A	4.68327180437921	0.0924476506087801	9.904805734902538	4.40155078549325
TCGA-A8-A09K-01A	7.24634838246206	1.07292679689111	5.30480050789266	2.86977212003385
TCGA-A8-A09M-01A	6.05287142088422	2.5361739719537	5.20076385392845	2.9748810894010003
TCGA-A8-A09N-01A	6.195135792612589	2.37500359761733	4.697056845000099	4.14830343739971
TCGA-A8-A09Q-01A	6.571972218816851	4.4128051159035895	4.409919948935269	3.54733955958636
TCGA-A8-A09R-01A	4.86217813784102	0.548101182980824	6.022669559621249	3.1643387808954797
TCGA-A8-A09T-01A	5.49817038645354	5.885786352600809	5.04967458829856	2.52915737871692
TCGA-A8-A09V-01A	5.08048270120951	5.32895296575258	4.92020995244443	2.93541506729302
TCGA-A8-A09W-01A	5.69218223324996	0.20548982154370396	5.35661941773819	5.5380729172402505
TCGA-A8-A09X-01A	0.49700237718796797	0.132401313446309	5.05748380069759	4.63329694083903
TCGA-A8-A09Z-01A	5.5409145668121305	0.0159714312450684	5.9469218572891	2.83665087782901
TCGA-A8-A0A1-01A	6.48553127344707	2.3967955785395803	4.88043539235944	2.95830237749938
TCGA-A8-A0A2-01A	6.432092840672929	4.13084384726667	5.149958149754861	2.0458819697387702
TCGA-A8-A0A4-01A	4.96317967364878	3.2138470326913198	5.36800703023485	3.26497784286529
TCGA-A8-A0A6-01A	4.1379948772608595	1.8421806397022	5.6923026901854	1.5893038545562899
TCGA-A8-A0A7-01A	1.83397738347255	0.7673979880103199	8.09396758355468	2.78837438485017
TCGA-A8-A0A9-01A	6.34541032246587	3.88622703304789	5.66682997128559	3.1937945431674
TCGA-A8-A0AB-01A	6.819897232305241	3.6651568066947595	6.118595776284961	3.2022864002948497
TCGA-A8-A0AD-01A	6.68973517988308	4.73530794473746	5.92377753336582	1.9956862859348101
TCGA-AC-A23C-01A	6.4557504390918306	0.9665413011029691	7.43249149488469	2.3022527310228798
TCGA-AC-A23E-01A	4.27917529912392	4.546512143696701	5.09191355332282	2.70168491699381
TCGA-AC-A23G-01A	4.25978262796602	3.90969134464427	5.0717251861514905	2.03818220715474
TCGA-AC-A23H-01A	1.07684025094408	0.110484187190923	8.918646820640909	3.66597767461354
TCGA-AC-A2B8-01A	4.2971925063414504	5.3105699621082	4.88925955701971	2.33071943945115
TCGA-AC-A2BK-01A	0.0845033767590644	0.0312876965058957	3.2792634741192104	4.39185593204476
TCGA-AC-A2BM-01A	4.21935493921272	3.63757693907594	3.8912877998504705	2.8586437827313502
TCGA-AC-A2FB-01A	4.0960480012725	3.0106955535512	8.40745487609318	2.31392870619548
TCGA-AC-A2FE-01A	4.007843812806811	1.7840284333643401	5.36031549066171	2.04707335943775
TCGA-AC-A2FF-01A	2.3786237456695	3.5996972974032	5.57543128251132	2.5597396334452203
TCGA-AC-A2FG-01A	6.358477471257	1.25283658091537	5.370491363834041	1.1600357952176599
TCGA-AC-A2FK-01A	2.18880948887986	3.9622729467428397	5.569608649088821	0.9012948394601321
TCGA-AC-A2FM-01A	6.67737057473521	1.30084639394246	6.77670162557747	2.66155191025354
TCGA-AC-A2FO-01A	5.910848636030071	0.806068544679178	5.84387713387694	1.36905506562673
TCGA-AC-A2QH-01B	0.5980838908905051	0.0198602095073974	1.92434211046031	5.43481468193717
TCGA-AC-A2QI-01A	5.02679604995086	0.355615776526521	5.88826744454556	0.935776849849309
TCGA-AC-A2QJ-01A	0.230040119330757	0.00291902162346308	3.7782345641554396	2.7110393035782003
TCGA-AC-A3BB-01A	3.27051520251358	2.9816436806538795	5.0588823769804	1.1708081180279
TCGA-AC-A3EH-01A	5.19422586798965	0.147462858789903	6.5270538492373396	2.04792233681608
TCGA-AC-A3HN-01A	5.44979210890653	1.34984153797447	5.45365261548104	2.46653355745836
TCGA-AC-A3OD-01B	7.21984091714751	4.75180049056418	4.08115417843599	4.2866447479969105
TCGA-AC-A3QP-01A	2.35926422985878	2.27798100636772	5.528954020138791	0.7993544240795429
TCGA-AC-A3QQ-01B	5.694862570732731	3.0948245545465	7.591343599465651	4.425167884429941
TCGA-AC-A3TM-01A	3.38067282382999	4.0390708463682	5.5607637355739605	3.03457317975223
TCGA-AC-A3TN-01A	6.16817630903703	2.7591022588893197	6.13821929262825	1.05876482042153
TCGA-AC-A3W5-01A	1.5269454782250902	0.4419275739927249	9.67465048935905	2.8999083435659503
TCGA-AC-A3W6-01A	4.79721988519895	0.316340315199107	4.23645794935534	2.17813072982181
TCGA-AC-A3W7-01A	5.3321675663285	1.79779934555939	5.27504101445763	2.43569793125381
TCGA-AC-A3YI-01A	2.62306768451906	0.7574792381083721	5.821976888865921	1.03018624372226
TCGA-AC-A3YJ-01A	5.6516012638612	5.03035222812102	5.219262981535071	1.52709222575785
TCGA-AC-A4ZE-01A	6.17374346029405	3.6618929117714103	5.531035339393821	2.50725419179158
TCGA-AC-A5EH-01A	1.57237513323684	0.13534796219482198	5.11774142522387	2.5087616927016403
TCGA-AC-A5XS-01A	4.493076929527231	1.3839338398333099	4.87682102747592	1.96954017735546
TCGA-AC-A5XU-01A	5.7207155318976906	3.66768628966378	4.67651629505212	2.6191974656927597
TCGA-AC-A62V-01A	5.19857112364981	0.20446218173341102	5.21900817353765	2.8831957395151697
TCGA-AC-A62X-01A	0.273830881585402	0.0346916984434804	5.0465113646894	2.60486913366049
TCGA-AC-A62Y-01A	6.533569497619981	4.8418186785343895	4.43779278583479	1.2672831098676203
TCGA-AC-A6IV-01A	4.05506507052787	2.28228475990734	4.9859203058241395	2.57696224215578
TCGA-AC-A6IW-01A	0.5487879058774571	0.0942562453053458	3.68643889217221	3.5306958142944502
TCGA-AC-A6IX-01A	4.38320681051736	0.516296087633284	4.71460039459092	2.4780050392152004
TCGA-AC-A6NO-01A	4.38628642464681	3.95955295321365	5.63018090610982	2.4278795586124904
TCGA-AC-A7VB-01A	6.409138663066809	0.109635015068715	7.099190621388861	3.48315470418821
TCGA-AC-A7VC-01A	0.26223257076224	0.28471413954302804	2.98109714903544	3.30911081865495
