	TCGA-A6-2671-01A	TCGA-A6-2675-01A	TCGA-A6-2678-01A	TCGA-A6-2679-01A	TCGA-A6-2680-01A	TCGA-A6-2671-11A	TCGA-A6-2675-11A	TCGA-A6-2678-11A	TCGA-A6-2679-11A	TCGA-A6-2680-11A
ABCA5	0.19092285096246897	1.4735984910255602	1.33685113433925	0.162014271857603	0.577174106057122	1.8858545152081103	1.6124894785561001	2.14699267420329	1.75245934707568	2.7821614173423903
ABCA6	0.126034360669105	0.231358997084504	0.164873272426676	0.0	0.0401155752246622	0.34518594050469203	0.7015674687792199	0.7720692851981859	0.396223145057461	0.503805347953131
ABCA7	1.98413571569254	1.7970531855110201	1.48217622432808	2.6447807606492097	2.08500799546246	1.74836958590825	1.3920676464710102	1.91696078220076	2.08547052990719	1.2818950239327
ABCA8	0.3756159502882171	0.6912551967051519	0.0390382906456221	0.28257543230369503	0.145960944898134	2.02283019734243	2.7102579795567996	2.7620955341151805	2.18614025668208	1.86665087074112
ABCA9	0.247426205238328	0.165709410107626	0.14890644699454597	0.0	0.0683414111551006	0.805981823532	1.0769264400215401	0.947421220480859	0.429914451519195	0.8134437285228551
ABCB1	2.7084868881524105	3.07435573328619	2.7225962652841402	2.81665073260844	1.7416652651300901	5.13353363790525	5.20952444414615	4.2557061225779	3.83339550067842	6.70641807668112
ABCB10	1.70427614859465	2.8503250601117798	3.64625615454836	1.93244039531069	2.85176251168657	3.0545518124760096	2.91959500530078	3.12655243713592	2.8750584888668995	3.41912520176774
ABCB4	0.145967258741198	0.291877582010023	0.31834842099195	0.0330684556474706	0.13825147786297	0.21391853259152	0.407606113316466	0.28736780663854805	0.33867900722754807	0.297540327165847
ABCB6	1.13564302694744	0.611136479504176	0.5915755831054621	1.22360842124732	1.1099528380131798	0.47094289080043705	0.519541823390441	0.43732016943406204	0.6126936680284489	0.667083792520238
ABCB7	3.01338376511075	3.29595127454821	3.52338208779606	2.36562634108317	3.39555093049528	3.0995658930853796	3.1655065947849	3.4211734538960297	2.9762353862992503	3.29015376096996
ABCB8	3.05614091958883	2.4325259969066497	2.14183905939897	3.5915802283932203	3.07094140626773	2.37527123525866	2.1838791101193	2.13344297682894	2.44709446770425	2.26694058003769
ABCB9	0.554669115280494	0.511561840625897	0.519147809276657	1.13070821404283	0.575638708707703	0.658570876288735	0.445760873753392	0.551601080449681	0.7018617253388899	0.7322010011055459
ABCC1	4.37452135559508	4.01795473717778	2.94638696475595	2.94016371794343	3.9846451051697795	2.7309535591916094	3.68291412211684	2.6547980714106	3.25214995391761	1.9456747469078202
ABCC10	2.69934365848376	2.81269667466041	2.1471186232593302	2.87606713987853	3.10374571491621	2.0957419082773603	2.18316942082127	2.13706751254565	2.32468748356329	2.1261115799129597
ABCC13	0.0101888471676488	0.25610474444648396	0.0364200452720153	0.0684874030990439	0.22081756707386496	0.992194995135341	0.514492803488514	0.46918125916344894	0.8556825640339241	1.78807835138495
ABCC2	0.09364808208712401	0.6043483184552161	0.18580829636658602	0.354804883978715	1.62164553970586	0.0909893875995958	0.12067538589699099	0.163457560726424	0.140810982866922	3.4106209248323798
ABCC3	3.73879776665956	4.34692963665753	4.203834645642	4.35762336783556	5.30160481425101	4.8551960374289	4.51942720748967	5.1096163426050305	4.97906131990048	4.0562193300006095
ABCC4	2.9053725659612697	2.14911889447274	1.5564647096536899	1.61667397797871	0.952744895074244	2.5120836051850604	2.13988521961573	2.72181360177311	2.09567396939244	1.33750712665151
ABCC5	2.4250336274251003	2.0330361657896	1.21272631938388	1.392330368763	1.61423734278176	1.5451050880538002	2.0916685444974	2.06376241301761	1.71710490926452	1.33800270491536
ABCC6	0.7122582258382021	1.96323343113364	0.5438202353461711	1.1344216278241999	1.9559574123239898	1.76765900854826	1.34031388753022	1.7425128256140199	1.9592011788219	3.30605550273498
ABCC6P1	0.151522992867426	0.5481176155977829	0.0702983226259895	0.685012235516369	0.61332726664813	0.9935095776727271	0.14143808688483403	0.31998001615902194	0.9105385415315309	1.6062741773029199
ABCC6P2	0.318406314215412	0.8230494562847429	0.290074809597005	0.5694911551823829	1.23781925341725	1.62331297932235	0.951540961837675	1.26574924962773	1.30620687612197	1.7615577523575698
ABCC9	0.41792732468283295	0.433190653339077	0.424401321331414	0.0217834874055853	0.260592743372999	0.655471340736009	1.51069631748495	0.530602404473854	0.120098842855284	0.9591936864405229
ABCD1	3.13752619094688	2.8526010556377797	2.0997725898262503	3.30251789988823	3.09083416242252	3.15606227219447	3.1337733488854	2.84186176322851	2.89902883111567	4.94340372030739
ABCD3	2.24931307702023	3.4332197311488097	4.32607957711585	1.91573934770686	2.9555153162710806	4.29239444499923	3.8226965777566297	4.33032009281179	4.09876519694912	4.722425540105349
ABCD4	1.63093358608473	2.20008870278271	1.3774862615357302	1.4972097303047698	1.8146571444285402	2.81578074643901	2.2397861877615295	2.8264126618733196	2.6527927414945	3.26047013481611
ABCE1	3.22794028159253	3.5754897260115	4.464557524516981	1.1686728739733898	2.6922043222320897	2.67796794144579	3.38733706627572	2.97206088496996	2.95393041877491	2.45781874297478
ABCF1	4.93601121532782	4.779906847049499	3.66294174912892	4.759397276284241	4.67379690790781	4.46711948993019	4.791099337814111	4.30446356255465	4.30726550135586	4.711702396644769
ABCF2	4.7310769595623094	4.3380385819635405	4.03959812818666	4.437279605198589	4.67744738602372	3.99900505987952	3.96073926368918	3.6456737005188002	3.7230004649920603	3.47744986697906
ABCF3	4.1823111029941895	3.4139794302209996	3.1859567589525897	3.92746906335379	3.9746372473287703	3.57027762529683	3.2620686599749202	3.42810190743577	3.6173095758087097	3.6715126285041704
ABCG1	2.24958659988111	3.6167495779593097	2.96476971228846	3.55564724673514	2.93799806117092	3.8825018102538995	2.9789281229421096	3.43218578904235	3.87698741216248	4.90672353906193
ABCG2	0.219814639033065	0.820863184905347	0.41379467661678704	0.0	0.6479824775997571	4.549156193899321	3.05425263281053	4.547381206064371	4.52842450558374	6.71076632547438
ABHD10	3.2840810700057403	2.8937513910859196	4.00255060362403	3.3508606928972404	3.02883489380081	3.1272958005428797	3.09743015423508	3.22956173597625	2.9750301930013	3.01281955809528
ABHD11	5.074687883744519	5.2853435281042005	4.71441474752202	6.78143219039318	6.0148747658712605	5.066568488637481	4.622584468388419	4.648406540432	5.159756943352519	4.9166983371346795
ABHD11-AS1	1.7290657434491798	3.15892016617743	2.47093883271625	6.34587191679069	4.42081779089983	5.066539185509731	4.12252934520618	4.928167451285099	5.56422610271549	5.939831687400639
ABHD12	4.96987273564641	5.6975706919206	4.67422222703204	6.38536519823115	5.787575827846861	5.0108269543742	4.345993532290669	4.576716504069691	4.90551855428115	5.995254116246741
ABHD13	2.18870247170828	2.0844392363187096	3.23402188522724	1.6986644662103	2.3699611487121897	2.3890401694745202	2.43027401382953	2.3969670037921	2.16729474023776	2.6045514615799
ABHD14A	2.16965375211666	1.6089329905307599	2.4315530400687404	3.34106303605565	2.43291222721187	2.2878741118108197	2.46352175978235	1.98060176465144	2.2874844841904904	2.0545097191982
ABHD14B	4.20391163176541	4.5411690790700705	5.5138830161666	5.4804311781202495	5.30375554716045	5.42872644947581	4.83740609893346	5.38057353439154	5.09054450584836	5.99897776866094
