	TCGA-A6-2671-01A	TCGA-A6-2675-01A	TCGA-A6-2678-01A	TCGA-A6-2679-01A	TCGA-A6-2680-01A	TCGA-A6-2671-11A	TCGA-A6-2675-11A	TCGA-A6-2678-11A	TCGA-A6-2679-11A	TCGA-A6-2680-11A
ARRDC1	5.2506055435681	4.05174687745933	4.286051388033401	6.1317628974482	5.28320843089411	4.4103952237807595	3.6161834758233304	3.88676441415369	4.3600475551177	4.05402247956637
ARRDC1-AS1	1.7329090157516998	1.8629247571578798	2.3274868225750898	2.5004779803662798	2.56604842892422	2.23723956829799	1.95656777908943	1.98186538906465	2.2216737311069705	2.06930560325201
ARRDC2	3.2109356898801695	2.98663412283737	2.57668244911018	3.31008585103806	2.81804042294213	2.8378453587435497	2.7209297888668598	2.9287175910865004	3.2407305374279303	2.6449658396642004
ARRDC3	2.86010663836211	3.5837054480400896	4.04805891428005	1.68643847790797	2.5085206765968	3.0412456959550798	4.33521004164222	3.7593276668168096	3.34016988628614	2.45343019663415
ARRDC3-AS1	0.11169731848680399	0.20217264415438702	0.195585438304488	0.0	0.3581517202232629	0.3786878003500179	0.264938426841833	0.30252387452713103	0.329676116055932	0.268110831206271
ARRDC4	2.49742912170192	3.6581600276642297	3.44901990073481	1.10575522920771	2.5843258401254103	4.5904301207002005	5.1883823189367595	4.59886993207263	4.4846754625174805	4.67445682223411
ARSA	2.96649706593505	3.79610400464431	3.3746917714766402	5.11276363213322	3.6994065840177703	5.39900693704168	3.80535734865754	4.69060238905067	5.430224467977769	5.305347023227741
ARSB	1.0368598322165399	1.8509664858346	1.7684828377936102	0.8067454944460991	1.17112985087881	1.5598949427541202	2.00090306040913	1.67738058423425	1.6333807849054	1.15714559491065
ARSD	2.6619962037038998	3.69918044406591	4.70981884364564	3.12292196002339	4.50343244899716	3.75207774458287	3.35372427988248	4.590085745803719	4.3667796945198	4.04872384578201
ARSE	2.9754549003129798	4.9724401965017195	4.99634603911668	5.528560735656621	5.19010526270505	3.82275944705391	3.1895759647845	4.536925193890231	4.05724335964083	3.6174774989897798
ARSG	0.6087237262850179	0.943673979532791	1.03250347370093	0.8196520114326491	0.313011351503157	0.876479111911442	0.8584082410643101	0.977265588984327	1.12701224063798	0.510828700574885
ARSI	1.09696871934292	1.15287211410886	0.405917782156104	0.456352585520566	0.599652733172337	0.444138050211064	0.7357677731828481	0.346254900427657	0.590223920202625	0.355761751154918
ARSJ	1.71210937827256	1.27661166030089	2.4579867135807403	0.27203653990771104	0.544850432620209	1.1195873881698701	1.81842651085019	0.8912748907963209	0.53773866920668	0.25921048810421204
ARSK	0.9180452939290759	1.26572139206478	0.7979804651660181	0.312274191917386	0.548390118752582	0.992551186548665	1.4471248361936102	1.2027674819478702	0.9016596741522149	0.7213525365007221
ART3	0.0	0.413730481388665	0.5664085944483199	0.277421687870276	0.112563923068785	0.220356649468089	0.8112097580824742	0.31497580078481396	0.335858379653243	0.623596632529354
ARTN	0.665468943123663	0.43003581529909707	0.549994097626902	1.2062801841036002	1.33217762670678	0.536688061571203	0.586073722787384	0.289724730290615	0.614000260661262	0.0692007927376407
ARV1	2.65022856855841	2.9877441243318796	3.51945749653242	4.1810625475137595	3.91017684815884	3.9135087717088504	3.32030374024024	3.70783037958095	3.3742756244289	3.41568017045237
ARVCF	2.1876152918608898	2.0308105897176	1.4527567385062399	2.44660549994585	1.94383522267589	1.34859762842783	1.84295846796884	1.3780650365397098	1.52874085899605	1.4590296582382398
ASAH1	3.79709880274939	4.65115412747429	4.7950271937207996	4.21823595169763	4.60777734439799	5.06343992853179	4.89957319368808	5.33457664337811	4.89141024537004	5.07235506903216
ASAH2	0.0310539212890627	0.161683971718273	0.109009003086073	0.0700474205748081	0.0091278526074549	0.11499973070834699	0.14415364211230802	0.0494198079775469	0.12627550642658802	1.6369801277584402
ASAH2B	0.368470468502274	0.8184173824023192	1.2141299387330902	0.11189661241999799	0.8582227384812591	0.6460873455166779	0.7056614380570991	0.697236894722441	0.643798354962686	1.12854616767771
ASAP1	3.1901074770536297	2.52229440284144	2.3043929904902	0.7944998316487799	1.72816805327133	1.67080496061037	2.4589135428132	1.92567223432843	2.02620976390735	1.9767522374875102
ASAP2	2.76062365116462	2.3728701153053997	2.5566636119692405	1.8339453191590198	2.8336854662249	3.07803781510873	3.09088279231306	3.0555685493558102	2.9067009644291097	2.92210450017245
ASAP3	1.54198894049974	2.17655227016989	1.60417139435843	1.34069417699289	1.3535584418575901	3.15275046779993	2.67215552484707	3.5062946294634103	3.53890884527187	1.64020324685528
ASB1	2.3882949304043	2.13488928750934	2.08299791843743	2.33818252294939	2.08297067470596	2.30283260226101	2.72052253236255	2.39729470808868	2.05370411151608	2.03898561043356
ASB13	5.11554243737408	4.30950050976813	4.04992573116292	4.86395605926203	4.30480270044894	4.8336683536481395	3.86492314163634	4.73695751723271	4.60079166006	5.326124665596639
ASB14	0.276922929915175	0.13119116532136002	0.28999350378419103	0.0	0.0196551573711462	0.18584461489134	0.305112379837385	0.261887813734844	0.17571110601135098	0.592634711050607
ASB16	0.8486375533599979	0.6041188135032309	0.500661635117012	0.5533654144406139	0.921915014579989	0.536545428170702	1.1420043762361298	0.53049126529531	0.5404994781225	0.586877626854462
ASB16-AS1	2.10092514585754	2.1139855445470404	2.0030965850683202	2.34955967991735	2.17449134476569	1.7160395813965	1.89900753570088	1.68040535024146	1.87183804354097	1.7928132581893301
ASB2	1.0127355620026701	0.7532695475333001	0.315852303472539	1.7267666637765902	0.761212872127794	2.97900473271612	4.39642206325222	2.07796549012491	2.61226263687214	2.82268057269729
ASB6	3.14577930887339	2.6980678962002798	2.6873757420752598	3.59574355000089	2.9564837155481296	2.7061490037238105	2.5576992082016496	2.60101464956748	2.7216433199021806	2.53393744729568
ASB7	2.20084560404758	1.98872577961251	2.6321935288200895	0.799487997048167	1.9874827821141001	2.65322189439064	2.58902907225197	2.7721185148390495	2.8773488428668905	2.28957380668052
ASB8	2.32122287820414	2.94596566723571	3.09231635303194	2.50502076617007	2.59552675530044	3.49947845066521	3.6292702975969098	3.49491994241528	3.3667145565949905	3.59065451030948
ASB9	2.06477971817713	1.4503542995315701	2.9528380381970205	2.68736646661528	2.9584642738182003	0.822543335496256	0.897502125891049	0.819859303541024	0.796250874503343	0.663824682244064
ASCC1	1.65818881447772	2.08305236933594	2.49343566203787	0.927565134905023	1.9593696310800701	1.7284655808296001	1.88411385833251	1.9626721350634	1.96892059620395	2.0153420716876598
ASCC2	3.4827628986957597	3.65259723561246	3.29839133585715	3.7630011855335295	3.71402993015661	4.13526045463834	3.97700857631298	3.9917388287824203	4.17416606472361	4.09137664874245
ASCC3	2.21528954603612	2.4292407157176803	2.16403298610597	1.6268826696423602	2.27152464402982	1.8268806515471798	2.17857037063615	1.81055930033003	2.18038355981066	1.8423942774947601
ASCL2	7.8941913351157105	5.71708717127715	5.24873432075755	8.04581980255156	5.949614180594809	3.0425612078145097	1.92180678885793	2.40081969864479	2.65122831071597	2.4890229560668398
ASCL5	0.0268055673718841	0.369659851154193	0.8302318446408249	0.67837992403906	0.177974684652254	0.0671960024758703	0.0754265872520709	0.0486933816459111	0.031041484338191004	0.0393166070380823
ASF1A	2.3817388785138	3.01612749957814	2.8330849413926	1.5179763810501001	2.40538126055611	2.80465528158218	2.90102477115196	3.0425393964319998	2.7210218674988105	2.8399251589515497
ASF1B	5.0447931562075095	3.28722809805287	4.8395436172778705	4.23827792511953	5.008605878701981	3.18187659262696	2.8085387094067595	3.0876597888576	3.7382601158445	2.6413824961955497
ASGR1	1.03864746699359	0.47665423113779204	0.32881177668785105	2.1323318842049797	3.25760645147591	0.394435623930915	0.167749816310589	0.199685788681542	0.345289559498625	0.29161314568790697
ASH1L	2.29382854388678	2.5828614431294303	2.66088300108231	1.42535713798482	2.3917650491369398	2.6313342422669	3.5372321417961903	2.91601505631261	2.55134370838028	2.8663338834362397
ASH1L-AS1	1.25265361875438	0.86568046047309	1.20395082054319	2.00651156586602	1.8640284680332602	1.3231280900237399	1.23213191929563	1.13333215683818	1.07835925059053	1.3640526816651202
ASH2L	2.59769627392098	3.95241526548261	2.52168865371194	2.11177874424008	2.47920720229533	3.3052294298234397	3.2212179472754596	3.32820332313434	3.23880012924299	3.22302426802229
ASIC1	2.6877389396002997	1.49193560712181	1.6703469908951798	2.2388182958537204	2.68715968124354	1.01599163528972	1.85659105950995	0.6719143251398181	0.8213057479078771	1.02342054304564
ASIC3	0.39836221716129205	0.19712961817164898	0.306739597458365	0.0884537090289604	0.5053433339127199	0.126172166556923	0.260452128579216	0.258388076213457	0.25389369840215303	0.44343740539744303
ASL	4.16465790772459	4.158653082450431	3.7656625077037598	7.17728202292379	5.53093700167117	5.2354755146664	4.440291861113	4.23729176086868	5.25300947236041	5.0495249302822
ASMTL	3.42090964812554	2.9109386898507594	1.86343970465614	3.7642764183751405	4.15833329015619	3.56007759385582	3.65266555438915	2.99595671014993	3.1567234699399798	4.11712593198173
ASMTL-AS1	1.05763495039061	2.28763403903552	0.963218292948816	2.2154677175505	1.7617265899110202	0.49077445288995797	0.9383635018852231	1.0020510933926199	0.7168921187569409	0.7644978395178309
ASNA1	6.587551724247071	5.33417172877538	5.49359685433751	6.54291037207422	6.25772287924888	5.4107092636837	4.95645036571052	5.15232520536447	5.34990783777179	5.23451825474645
ASNS	3.40876335411814	2.58858485013838	3.1734443194627797	3.0036823539963105	4.51559504293079	2.61897690578996	2.47306347865839	2.3565275187609505	2.56819367794791	1.77779644104575
ASNSD1	3.7519911151931398	4.00427136085455	4.34300524585477	2.5330662767470096	3.6691220979717203	3.38986976837192	3.8725191337381695	3.65568421024258	3.34850884453444	3.19517150310327
ASPG	0.0527218801899718	0.91151036480977	0.0861537572185619	0.6742210296557559	0.918611676863842	2.27835509506197	1.0708845647896599	1.90059114353971	0.7697976098785501	0.40368988950741
ASPH	2.23139071063185	3.4406930723864595	3.5833756130235295	1.8411257424302598	2.94873713052716	2.92607280130607	3.11421479240223	2.81272020771833	2.62085431974427	2.8863135974145697
ASPHD1	2.24700062425628	1.25834451171338	0.684937755894807	3.4588387566388303	2.5440481847837497	0.940483483348528	1.14476619097919	0.8335896200306759	0.77796674465712	0.675513861398014
ASPHD2	1.03745086543538	1.58604989812589	2.41903667053756	1.29234642783519	1.5499802534761	1.6378700298484201	1.73298098785137	1.32009474474803	2.0232379026778102	0.7610465611496221
ASPM	1.3182838328945201	1.0593975046925301	2.08908718770049	0.232342624959902	1.1610644199351101	0.828133078325357	0.7038116871532941	1.09636332534389	1.22743990096028	0.5465116596690289
ASPN	2.61048069531128	4.75262472756415	2.9449174933776496	0.64410781562909	1.3770977614932098	2.7778647853648297	3.4829349859267205	2.27393412769261	2.00216726744882	3.3643595014011
ASPRV1	0.450501211903627	0.28384239042540604	0.268567901630782	0.6403442443280121	0.7060254237887059	1.15357886675212	0.688748196206245	0.7267505867719549	0.9188434171291829	1.32180695022041
ASPSCR1	2.12041555036421	1.8558827528469801	1.87618562808712	2.8374599136737597	3.1324951846224396	1.74176664126463	1.4981374359850401	1.32223925738208	1.8136102128700302	1.72228771587026
ASRGL1	1.24308305864928	1.51495549875335	1.22951404241199	2.52005637228554	1.81289820754769	2.03135562350383	2.3627703274581804	1.59129220454913	2.30435619018736	1.76394260400489
ASS1	7.20956036554044	7.187760725044969	5.924667559747321	7.462773239048259	6.90955255578702	7.34999191729263	6.81016596951634	5.630719165566861	7.8370684517160205	8.17442039705271
ASS1P1	1.39392939159533	0.406277446561529	0.288769306491815	1.5687711503450301	0.44190607876414595	0.6436192835433969	0.41104665596607104	0.292655051979564	0.945736487628352	0.8833355457119619
ASS1P12	1.2776513577249	0.366626888718705	0.446818490123724	0.647491172019416	0.7227928208898979	0.34217660621720003	0.288722162219292	0.278050138783737	0.170813560833655	0.260235321168925
ASTE1	1.67090933456128	2.1277094413513704	1.76112355868204	1.92167028237381	1.7681683349558899	2.0730217551541497	2.01936924913536	2.28424915425693	2.10369245719787	3.0293842287083197
ASTN2	0.7897219962235621	0.40960264688185105	0.464937954227687	0.274526625314206	0.32348505186499105	0.7124102727752372	0.9977606276890759	0.668440616911234	0.7164726833821751	0.8686602338052472
ASUN	2.6999263112843503	3.4812354933737897	3.5080075554701002	1.26454543042062	2.7916950952143402	1.9738750656911002	2.44722215525415	2.28310453101227	2.41343209211388	1.9238812866586203
ASXL1	3.9136484776068503	3.6674511730626698	2.8159405765764203	3.66551879710653	3.4343313002893	2.33108550356887	3.06868470746599	2.65289841687365	2.46434661728864	2.55107534231937
ASXL2	2.17866036911732	2.42561703835408	2.52399596259653	0.771580404222883	1.9811578717891398	2.11153316538869	2.62786478744625	2.3689105743793504	2.19955171744587	1.9148489272905298
ATAD1	2.5506764772877997	3.4484221400825	3.32980010648865	1.9689364507988403	2.9920192983866696	3.35913038392101	3.6429466494416	3.5270191254386902	3.20514223190477	2.85769971838781
ATAD2	3.1018513059182595	2.2751301025800297	3.23635961276706	0.4241170704236071	2.32153518084529	1.26984540356407	1.60743553101978	1.6461704405562698	1.87016762410916	1.31089449527903
ATAD2B	0.9079449213159729	1.23616826307571	1.3622396137084698	0.5819048984301999	0.8968526314305469	1.03272117489702	1.2594093846931003	1.34360732948683	1.120250411945	1.4778648427632701
ATAD3A	5.3580227978543205	3.66925020650198	4.09400030143189	5.596577594897339	4.53803602015534	3.0403038260443505	3.11620039277094	2.6994186020094	3.3407940609963704	2.6900006636127203
ATAD3B	1.8973414778118403	2.00029228781918	1.4061754800785602	2.56823962499096	2.28121911433514	0.817221037496202	1.6785859525143	1.13573716319237	1.5310853093107302	1.0887683196745799
ATAD3C	1.10855659549386	1.06714340211429	0.11926114500208698	1.03479965953078	0.32936265170882595	0.152840928170939	0.22765822775585398	0.172252745603896	0.377657022369182	0.15396101161215
ATAD5	0.574056764060186	0.852960197939987	1.00529477513687	0.37262883441972905	0.9653018907273281	0.41186872342948205	0.539437728525199	0.5720069300710121	0.580281284746678	0.4781185358492679
ATAT1	1.97743846770127	2.20392993693735	1.4184012047783798	2.36007551272475	2.47216233166882	1.19405801997352	1.5625853644746	1.59910831911405	1.36013872562994	1.34993280185545
ATE1	1.9145426789114801	3.33374260625792	2.5782030940540497	1.87702550672573	2.88641359149652	3.47801884811189	3.4034501625999303	3.46109905487826	3.09908575347081	3.38083504248432
ATF1	3.03395567186438	3.22454609686381	3.71521543953085	2.7505184613810303	2.7070408011036498	2.9888360116468298	3.10762690930564	3.3054871095300196	3.09181761172257	3.0765944094875497
ATF2	2.3494164547058998	2.99335420334153	2.2723231872495897	1.06189688653313	2.29525462295932	2.86097995805694	3.1100545461844504	3.08862548215527	2.89974283229653	2.48800252431543
ATF3	3.0915031125269703	3.0782537997231203	3.3020242329740204	3.46781243575324	3.60280078413082	4.83150394421122	3.32338825880858	3.38377892506592	4.5344349857833794	3.01511676939849
ATF4	6.2290281446035	6.284350912398209	6.18154209718918	6.592717627046929	6.5952390752813805	6.6529453191601595	6.9325630023517	6.2887889795588805	6.40195259823234	6.79171155441954
ATF5	3.96811065837112	3.81101867758469	3.04026300805717	4.38414373615621	3.24938024412407	3.61303733550082	3.8516116097519797	3.4869799960378702	3.79500951088647	3.6771614070202006
ATF6	2.8940788621313	3.29559071637585	3.4737865198804103	2.20528577304925	3.29268383591401	3.1219580701871097	3.52164309561019	3.19120957257568	3.0708545797913502	3.1781987738782798
ATF6B	5.468903172283009	5.56850994273311	3.8663260325617794	4.97846976576785	5.27094238250855	5.432307780383071	4.975480367865151	5.08472465129108	5.30408027616453	4.59385663991067
ATF7	2.1153422887416897	2.50743004499774	2.51030901231496	1.55477569542071	1.9675901607302702	2.3063132028564	2.73001283242643	2.50923510151862	2.2103450326142	2.0593605505464
ATF7IP	2.27848475059488	3.10789147608065	2.69521633409774	1.41853423160537	2.0174983224843897	2.1791016091148303	2.64620374503019	2.45475594631059	2.50522936259405	2.12142280374797
ATF7IP2	0.414598588325367	0.8508866697541579	1.78889866972298	0.7481952379126451	0.953439071116278	0.459262405194468	0.8027231401307109	1.0433529713823102	1.14406619720007	0.572915678986136
ATG10	0.962227390646265	0.8085257445042691	1.62946375746775	1.44463275622176	1.39354114544366	1.0673307949492399	1.17136242404564	1.0840587034648101	1.16694118728437	0.9315776311185441
ATG101	4.1329908552764305	2.97558335847426	3.09974811624789	4.8402974055341605	3.9907775725867403	3.26209348114689	2.83502783534433	2.94310567123033	2.9820335984695	2.92640073210273
ATG12	1.7354462377144502	2.31720351176807	2.95569848047961	1.13258997802179	2.13319783871636	2.0665126837694197	2.25991976587581	2.39471125517339	1.96174234259548	2.75615086564402
ATG13	4.20413768421883	3.8124076003012206	3.29131611604418	3.52646290040423	3.4642772585448096	3.79450530911302	3.4704390408992603	3.83936030094028	3.7891093774282796	3.9284233167747797
ATG14	1.53369116061726	2.44143457378297	1.6951846534798998	0.389061900513325	1.33237057325726	2.02664761211949	2.66647930104793	2.3791222645987298	2.07523147652701	2.2807360149111404
ATG16L1	3.4078307655169	3.10185374216766	3.1107423251386703	3.07269529459001	3.4507803540667403	2.87110146699425	3.12713789435898	2.6728390780696203	2.7602075875971095	3.0515096395213996
ATG16L2	1.05065657261937	1.47640930694746	1.0795584551139301	2.00161672538443	1.46444042647497	1.17489322094819	1.00233169805124	1.5212814348608301	1.4880635641396498	1.20514588096446
ATG2A	2.9781448350844	3.2618172357399398	2.13903919951395	3.87227460692842	3.2641809632595002	3.6893987985927303	3.31169220247806	3.1209032959869902	3.5024605012355	3.3761820583348703
ATG2B	0.8742296414074481	1.7610725628261599	0.9961627806087379	0.248685404522315	1.1414294789881698	1.68872677765197	1.87257499615583	1.9309724257795802	1.70296753479693	2.22890943161314
ATG3	4.34864680388451	3.25044804289182	3.64191527070898	3.9648354305833	3.5917091085892006	3.2355441186276503	3.06467838213877	3.1631790066018506	3.20083822628637	3.4516512587007004
ATG4A	1.7606482887438997	2.67108329943924	2.41450299164865	2.20825313252544	2.39816257867775	3.1635079242691404	3.06279027023726	3.1335200147268796	3.1964568740862696	3.33753743947079
ATG4B	4.02071115961203	3.0713300565596096	2.61610065010429	4.39220980331919	3.8511042138574902	3.37131360979816	3.1531399942369	3.1877694047007696	3.1111273246517794	3.21111041793476
ATG4C	1.11958708579558	1.95480629612515	2.6012374263848197	0.41707814385617303	1.19989364323187	1.9866375140113703	1.83235247255576	2.2500316509204303	2.14460830432411	1.82767399106882
ATG4D	4.1948028329681	3.3335008701562	3.82541520271123	4.87274412741478	4.18156227740479	4.82961896880968	3.63743552537579	4.460749063557031	4.52497471159405	4.89152875217202
ATG5	3.2194307305115197	3.8389162533511096	3.77869267627191	3.3298167055171697	3.27342259275441	3.8617261012082795	3.8092431599702996	3.8813022705909503	3.7550425848111004	4.1455690119905
ATG7	2.2231759315188198	2.15243425498014	2.00228593333563	1.81472191517277	1.79677302567073	1.9963406841963702	1.85440577620814	1.98065229674925	2.0163350339603	1.72993289499439
ATG9A	4.27450213652317	3.5569320275918197	3.18498684059926	4.07802856454736	3.97234356796426	4.2286155186963	3.818449594303	3.9638960919023596	3.8356486686594904	4.32268817831599
ATG9B	1.57518215092996	0.923104108761419	1.0807709806443102	1.48252943078017	1.38369816615006	0.11319121508440401	0.106436624249924	0.11681301230293499	0.0915308905036105	0.10554718216741499
ATHL1	2.81828947875377	4.3818006370172	3.03530041278367	4.64283412490974	2.7308908204294697	0.7945818062587992	1.34784438494725	0.8948629547519499	1.57995261485591	1.80908702470792
ATIC	5.68494430447225	5.01488331442697	5.32165761740762	5.4359248892064	5.48916426748825	4.21094912628696	4.35970896451808	4.1147546136907405	4.23547152371057	4.03637102112077
ATL1	1.1334921976331798	1.4583436888443602	1.62414449593124	0.6022477118906789	1.0899604155674598	1.9278375638729501	2.07845944005546	2.1767266073525198	1.7953693318725	2.06035879920149
ATL2	3.1389915490458704	3.3857759236224	3.96705000274292	1.7583641596222	3.38760320666932	3.2851163191847794	4.00029811359475	3.5154799196428903	2.948630920878	3.60905422101057
ATL3	2.22637060257203	3.37614464665594	4.25868311352529	2.1093879835178404	2.3190523183749803	3.6246673503018703	3.95096842041118	3.6667131804013904	3.33253463925468	3.4277080891413303
ATM	0.4043373240238529	1.43805605726154	1.03359084798356	0.23765394167590198	0.656358347942159	0.9242571493632009	1.45327016265901	1.2130197406717902	1.20670025630277	0.9319963897924579
ATMIN	2.3092001651485	3.44257222914038	2.83247875673164	2.2634651302305095	2.89306583638495	3.4236606564851098	3.5275664234072406	3.55163418720547	3.29426305797729	3.78532552345661
ATN1	5.482726655983161	4.91620559985445	4.56778365499616	5.421283103607109	5.28275827906474	5.468576696242679	6.0388932812652305	5.325291285619509	4.98652862995976	5.070788218560719
ATOH1	2.1322004692005	3.16874217643669	1.94493933492166	2.99839189468613	2.16587322086716	4.741328589033031	3.12603369150483	5.03263219121128	4.71913021952743	4.39915121989061
ATOH8	0.649896136583952	0.4083875432778689	0.383523115842023	1.0612163396044398	0.259431279919741	1.2315273790736798	1.5189051930466002	1.38147700921938	1.27801967715332	1.02489810366747
ATOX1	2.8496117457494505	2.6248279108509998	2.5889000987114903	4.4148581793342	3.32857265649555	2.5445934075679104	2.35176828309527	2.21227196304736	2.7456154493959506	3.6351147181672103
ATP10A	0.959287523776012	1.4314496470254	0.570360871210314	0.620343029801434	0.8062419208073149	0.673593654425554	0.864847552810392	0.638029251731692	1.10623622781277	0.714765120291177
ATP10B	2.8530097564586496	4.96959223148621	3.7770607756180095	3.97432700789463	4.34211927723871	4.387557704562971	4.745618669904269	4.70093831539056	4.75376025060271	2.67567196740167
ATP10D	1.14823428270846	1.34943571360879	1.98068138865201	0.5655277225476191	0.6435550718216	1.38032619796696	1.44189611054609	1.5847504434675102	1.77414883504078	1.19577236895173
ATP11A	3.35431317002277	2.3372712936208098	3.10599801613594	3.28059031155163	3.9440733491521502	1.12730887596783	1.82928865758596	1.31036375328807	1.34673645805529	1.9026133724477698
ATP11B	2.38819566744757	3.03174809469078	3.5821799733892403	1.4532889544747	2.76546041059241	3.3593238457981602	3.56095054961545	3.48669501034989	3.27038037064498	3.1009469993382597
ATP11C	1.66907432679208	2.2079785082449503	1.95507195777085	0.846059199960018	1.6158686939698703	1.68455145985296	2.00080074201261	1.7621249472021299	1.87036022996374	1.43578102773426
ATP13A1	4.431678504786309	3.8798352250008703	3.22927428680198	4.04768134847112	4.1520759806183705	3.62026677989044	3.18499850841695	3.4326694290087096	3.64901900606429	3.4590300846235
ATP13A2	5.2003627412132	4.35119376253184	4.60286269067009	5.39853738436934	4.8564484269488295	4.23099648097864	3.8867273423214703	3.79206497647888	4.07395265572537	3.85127446204515
ATP13A3	2.6692796277393502	3.27230521985777	3.9730026872287403	1.5011622151429298	3.10571103463251	2.94227063479119	3.55783214677821	2.8336649193179397	2.82261918089995	2.4254170268803503
ATP1A1	7.44421515819712	7.58049630223326	8.68937297288519	7.924270817813469	7.37849882640352	8.44948034976424	7.896170403750401	9.164966617084971	8.38157311989754	9.679933018858641
ATP1A1-AS1	1.02550762921509	0.7598149247887429	0.8548101479219209	2.52010289447692	1.03289025394685	0.8367133274452192	0.593357348043406	1.2114459783278502	0.9435367445576981	1.1666113169607502
ATP1A3	0.5237289717950461	0.46352110768875604	0.10243843926690198	0.9633684813189721	0.5617476339970771	1.17377930558069	1.81383949523279	0.7991010735951559	1.49104502564273	1.58310690657279
ATP1B1	7.23096751432045	6.55189354713853	8.752420439742941	7.421820512474261	6.81867498558297	7.89393217477674	7.1690246639787105	7.70600923571391	8.02278684791504	8.29508108733599
ATP1B2	0.39303033559596	0.5122245433241129	0.210250414781284	0.0745589769833196	0.16581059063723003	1.1043090744703101	1.72548821676994	1.1578932193741	0.947177309349266	1.0776250545102901
ATP1B3	5.86401374641767	6.03301196955994	6.4170878360567	6.30135798045203	6.26850009959134	7.509089190264371	6.7862280121240905	6.888458440099349	6.636950787830781	6.74547959902188
ATP2A1	0.32973385957562296	0.319231790143478	0.191472445875129	0.053639788912694	0.6331156212601949	0.133392957746253	0.146235695484422	0.22721395441342201	0.241865798906123	0.31975016317558397
ATP2A1-AS1	1.82444810798439	1.0953799975472	0.304617649341271	2.52822233307256	1.04587619387035	0.412919713089142	0.18889366944802602	0.273531693273778	0.33860996904252394	0.0454463004659982
ATP2A2	4.57272162926448	4.7975349384480195	5.02192308327833	4.66663726587194	5.21820117914745	5.0710085129584	5.2561294956602405	4.97900146901001	5.06502346190043	4.68029209037388
ATP2A3	3.99389763020002	4.44561106705756	3.30640456227063	5.63958929245591	4.049484348134991	6.44051427290047	5.6465481518599105	5.83945346520255	6.22859400326013	4.09314282779075
ATP2B1	2.1998173248454402	2.9544721016107798	3.11604710699131	1.1546744758774599	2.2899058486829302	3.62379994530886	4.4328675996854505	3.55698978956739	3.5156419098608	3.72944346740223
ATP2B4	2.25924879633075	3.10042989726808	2.18793245454348	0.636082262717466	2.4525877720713702	4.57597068261859	6.60849049263664	4.04016728683082	3.26082812200356	4.502632926209889
ATP2C1	3.91495404527244	3.8440529368766403	4.35779468375767	2.2407410541429402	3.78407581789082	3.4900387126555197	3.5537045228753597	3.51405336717636	3.29118032059048	3.35431422357426
ATP2C2	3.6395444774956602	3.91648723045185	1.8256530579505899	4.05296682009158	4.22624964267632	4.21238929740367	3.84543096088247	4.25183587631869	3.6339742726149304	2.29292616416023
ATP5A1	5.10452309927108	4.86253541084588	5.41743199751827	5.357491920508389	5.44902288970232	6.37929538477378	6.01971539027182	6.29723083449074	6.27127918236976	6.331024316621879
ATP5B	8.42051253491829	8.08554204077597	9.01184942456395	9.01514767230857	8.926282225064199	9.427416409405811	8.864162712530401	9.316614353191	9.38136804377476	9.056361621099471
ATP5C1	6.318028592110809	6.018572156412589	7.13249526397351	6.29536131754788	6.28580724466259	6.76069501815578	6.336324638097941	6.749258610838099	6.691081363458361	6.943865729840981
ATP5D	6.64055009461368	4.46878146405273	5.46808497312936	8.32200049321256	6.55311424531584	6.359730704083709	5.42700919008137	5.58956972195472	6.02195768852995	5.9833567669112595
ATP5E	5.691058888028389	5.00787237246112	5.17873175590569	7.0720434106704495	5.61753497491624	5.506335663059059	5.03907872961522	5.139618275044089	5.29663797321919	5.55300034223568
ATP5EP2	4.06105021997542	0.942693628817403	1.9770826293577701	5.513494544635691	2.6280443295502405	0.7676720347262621	0.770708701395078	0.396298921067465	0.59935452158415	1.01269433967861
ATP5F1	4.98003812546275	5.4252312926679505	6.38398925913053	5.55520024782735	5.262592012300111	6.28873054922594	5.89444493860834	6.296769933942669	6.30523811436723	6.06427471928675
ATP5G1	5.0630918854179106	4.59459297517134	5.6839082112831	5.97562048766134	5.94706046064684	5.9957505575226	5.21070107591887	5.622871858622201	5.85581583143572	5.457363326887469
ATP5G2	5.43434194595063	5.48602358162044	5.56485680103179	7.0962969383830705	5.64863767259562	6.39013642246509	5.74707201421744	6.0362711368127595	5.8658956899211905	5.97069034782992
ATP5G3	5.336754749452281	4.643407562011269	5.25113411656852	5.70112801148703	5.865435696576309	6.0212650250621405	5.457821660435929	5.75898082654454	5.94990924169082	5.88312041158878
ATP5H	4.41417944556826	5.039419610118941	6.3174535438668	3.69361722860603	4.83068648034825	5.5342322250341	5.268696651428599	5.48624280966267	5.45003167278157	5.9057312728831795
ATP5I	6.25138484426067	6.32119007974863	5.57905700509334	6.44524043245446	6.3794368318569195	7.073318745927059	6.561793944772179	6.762088555754731	6.98528141004753	7.28333780247833
ATP5J	4.15932545052265	4.82829888704617	6.041245267908571	3.68053515786543	4.7337020802509	5.98193999403172	5.625146574776809	5.5853267757799	5.7767396211294	6.2881754949110995
ATP5J2	6.38637236875226	5.0075716721007595	5.699539951058281	6.5839960008828795	6.8954797094649605	5.451729819444469	4.856677677959969	5.14097748748988	5.477703799762571	5.585708311824349
